LAT	LON	START
66.27	-145.82	2016/07/21
66.27	-145.82	2016/11/10
44.62	-102.77	2009/06/20
44.63	-102.08	2009/06/11
66.23	-141.53	2016/07/25
44.68	-101.02	2009/06/12
44.63	-100.21	2009/09/11
66.22	-138.37	2017/08/16
44.48	-98.48	2010/08/22
65.81	-134.34	2017/07/15
44.50	-97.44	2010/07/31
44.68	-96.74	2010/07/30
44.67	-95.78	2010/07/24
44.70	-94.83	2010/09/26
44.58	-93.93	2010/09/29
44.58	-92.92	2010/09/27
44.68	-92.28	2011/08/13
44.68	-91.28	2011/08/12
44.62	-90.39	2011/08/05
44.62	-89.65	2011/08/11
44.51	-88.53	2011/09/30
44.47	-87.77	2011/10/06
44.62	-86.04	2012/11/09
44.54	-85.20	2012/11/08
44.60	-84.21	2012/11/08
44.70	-83.32	2012/11/07
44.64	-79.89	2012/11/16
44.57	-78.58	2013/07/21
44.55	-77.18	2012/11/16
44.59	-76.26	2012/11/17
44.46	-75.39	2013/08/25
44.42	-74.18	2013/08/25
44.65	-73.69	2013/08/24
44.56	-72.70	2013/09/21
44.52	-71.93	2013/09/21
44.57	-71.16	2013/09/19
44.66	-70.04	2013/09/20
44.64	-69.22	2013/09/18
44.70	-68.25	2013/09/16
44.79	-67.31	2013/09/25
62.40	-145.16	2015/04/22
36.39	-121.55	2004/07/21
40.82	-121.46	2005/05/22
64.41	-146.95	2012/10/05
36.68	-119.02	2005/02/12
44.00	-123.83	2005/11/18
43.97	-123.28	2005/11/19
43.79	-122.41	2006/11/03
44.16	-121.27	2005/03/16
43.94	-120.21	2006/02/03
44.08	-119.50	2006/07/22
43.91	-118.57	2006/07/23
43.97	-117.74	2006/07/27
44.09	-116.80	2006/10/26
43.91	-115.96	2006/11/16
43.79	-115.13	2007/07/28
43.91	-114.12	2007/01/17
43.93	-113.45	2007/08/14
44.00	-112.48	2007/08/14
43.88	-111.49	2007/08/15
43.92	-110.58	2007/09/19
63.89	-160.69	2017/06/09
43.70	-109.82	2007/10/26
44.04	-108.99	2008/08/12
43.95	-108.13	2008/07/27
64.80	-154.48	2017/06/10
43.81	-107.29	2008/07/29
65.18	-151.98	2015/06/01
43.89	-106.48	2008/10/15
43.96	-105.46	2008/10/16
65.15	-149.36	2014/10/14
43.86	-104.63	2008/10/23
44.02	-103.73	2009/06/23
44.03	-102.86	2009/06/18
65.31	-143.15	2016/06/08
44.07	-102.05	2009/06/17
65.60	-141.62	2016/07/26
44.00	-101.17	2009/06/13
65.45	-139.94	2017/07/26
44.02	-100.30	2009/09/12
65.36	-138.31	2015/10/20
43.91	-99.43	2009/09/16
65.22	-136.38	2017/07/14
44.03	-98.54	2010/07/25
44.03	-97.46	2010/07/26
44.05	-96.80	2010/08/01
44.04	-95.86	2010/07/27
43.86	-94.98	2010/08/02
44.02	-94.01	2010/09/20
44.01	-93.40	2010/10/09
44.04	-92.33	2010/10/08
43.85	-91.52	2011/08/09
43.89	-90.62	2011/08/04
44.06	-89.87	2011/08/03
43.89	-88.91	2011/09/28
43.88	-88.15	2011/10/11
44.04	-86.23	2012/11/06
43.94	-85.45	2012/11/05
44.02	-84.51	2012/11/07
44.19	-83.70	2012/11/06
43.94	-82.82	2012/10/17
43.80	-81.02	2012/11/29
44.07	-80.18	2012/11/17
43.82	-79.59	2012/11/28
44.22	-77.68	2012/11/15
43.94	-75.66	2013/08/26
43.69	-74.97	2013/08/26
43.80	-73.87	2013/09/23
43.84	-73.29	2013/09/20
43.93	-72.21	2013/09/20
43.87	-71.34	2013/09/07
44.05	-70.58	2013/09/27
43.92	-69.63	2013/09/26
43.37	-123.57	2005/11/16
43.37	-122.96	2005/12/15
43.24	-122.11	2006/10/31
43.28	-121.24	2006/07/18
43.25	-120.15	2006/02/01
43.37	-119.31	2006/06/20
43.36	-118.47	2006/06/28
43.35	-117.75	2006/08/07
43.43	-116.77	2006/11/29
43.42	-115.83	2006/12/05
43.25	-115.10	2006/12/08
43.40	-114.17	2006/12/09
43.32	-113.52	2007/08/11
62.75	-163.55	2017/05/30
43.40	-112.43	2007/08/09
43.27	-111.61	2007/07/26
63.28	-160.60	2017/06/18
43.36	-110.71	2007/10/25
63.40	-159.08	2017/06/19
43.21	-110.02	2007/11/05
63.47	-156.72	2017/06/02
43.26	-109.05	2008/08/08
63.99	-155.62	2017/06/03
43.35	-108.08	2008/08/09
64.18	-154.15	2015/07/01
43.35	-107.45	2008/08/07
43.41	-106.48	2008/08/06
43.40	-105.55	2008/10/15
43.33	-104.66	2008/10/25
43.39	-103.80	2009/06/06
64.61	-145.37	2015/08/24
43.31	-103.08	2009/07/31
64.57	-143.80	2015/08/25
64.50	-143.56	2015/09/11
43.25	-102.01	2009/08/01
43.42	-101.24	2009/06/02
43.41	-100.33	2009/09/18
64.45	-138.22	2015/10/21
64.45	-138.22	2017/09/21
43.32	-99.49	2009/09/17
64.58	-136.33	2017/07/14
43.29	-98.74	2010/07/31
43.37	-97.85	2010/07/24
43.32	-96.97	2010/07/27
43.28	-95.96	2010/07/30
43.37	-95.21	2010/07/29
43.33	-94.34	2010/10/07
43.31	-93.55	2010/10/06
43.32	-92.48	2010/10/11
43.34	-91.71	2011/06/12
43.40	-90.74	2011/06/17
43.37	-90.01	2011/06/16
43.32	-89.12	2011/10/15
43.38	-88.42	2011/10/12
43.44	-86.39	2012/09/13
43.35	-85.65	2012/09/11
43.24	-84.82	2012/09/14
43.30	-83.78	2012/10/13
43.36	-83.14	2012/10/16
43.24	-80.48	2012/12/01
43.27	-78.64	2012/12/11
43.27	-77.82	2012/12/12
43.28	-76.86	2013/08/18
43.41	-76.00	2013/08/22
43.36	-75.29	2013/08/27
43.46	-74.50	2013/08/27
43.24	-73.42	2013/09/17
43.35	-72.55	2013/09/06
43.23	-71.81	2013/09/07
43.28	-71.08	2013/09/08
42.81	-124.47	2005/12/20
42.77	-123.49	2006/05/26
42.61	-121.73	2006/05/24
42.73	-120.89	2006/08/01
42.80	-120.25	2006/01/29
42.69	-119.25	2006/05/30
42.73	-118.49	2006/06/29
42.70	-117.73	2006/08/05
42.78	-116.87	2006/12/16
42.77	-116.03	2007/02/06
42.64	-114.90	2006/12/11
42.65	-114.08	2006/12/15
61.93	-164.66	2017/05/31
42.55	-113.18	2006/12/28
42.69	-112.53	2007/07/24
62.29	-161.53	2017/05/29
42.83	-111.59	2007/07/23
42.75	-110.92	2007/11/03
62.72	-158.30	2017/06/03
42.64	-110.04	2007/11/06
42.82	-108.85	2007/11/08
42.66	-108.34	2007/11/13
63.36	-154.07	2015/07/02
42.63	-107.25	2008/07/16
42.65	-106.52	2008/07/16
42.75	-105.63	2008/11/17
42.72	-104.82	2008/10/24
63.80	-145.78	2016/04/14
42.61	-103.87	2008/11/15
42.70	-103.18	2008/11/15
42.70	-102.24	2008/11/16
64.03	-142.08	2014/07/31
42.71	-101.37	2009/06/03
42.76	-100.32	2009/06/01
63.84	-137.52	2016/08/21
42.67	-99.61	2009/09/19
42.62	-98.75	2010/08/20
42.66	-97.97	2010/07/19
42.61	-97.00	2010/07/20
42.69	-96.10	2010/07/28
42.72	-95.23	2010/07/28
42.64	-94.45	2010/10/12
42.77	-93.64	2010/10/11
42.65	-92.77	2010/10/09
42.70	-91.89	2011/06/11
42.70	-91.14	2011/06/10
42.61	-90.30	2011/06/19
42.78	-89.35	2011/10/14
42.70	-88.33	2011/10/17
42.69	-85.78	2012/09/09
42.67	-85.00	2012/09/10
42.80	-84.12	2012/09/15
42.78	-83.46	2012/10/11
42.77	-82.62	2012/10/12
42.72	-81.51	2012/12/07
42.78	-80.71	2012/12/06
42.61	-78.69	2013/05/15
42.73	-78.07	2012/12/13
42.70	-77.32	2013/08/18
42.73	-76.52	2013/08/21
42.76	-75.65	2013/08/29
42.77	-74.85	2013/09/15
42.62	-73.89	2013/09/13
42.67	-73.27	2013/09/26
42.67	-72.23	2013/09/09
42.69	-71.53	2013/09/08
35.14	-81.33	2008/10/15
39.01	-102.63	2008/12/03
42.16	-123.60	2005/12/17
42.12	-123.57	2016/05/01
42.17	-121.89	2006/05/24
42.05	-120.83	2006/06/16
42.02	-119.34	2006/06/16
42.19	-118.34	2006/06/19
42.02	-117.67	2006/04/25
42.08	-116.47	2007/01/11
42.17	-115.75	2007/01/09
42.15	-115.02	2006/12/22
42.09	-113.94	2006/12/15
42.03	-113.24	2007/07/18
61.34	-162.68	2017/05/27
42.00	-112.39	2007/07/14
61.68	-161.49	2017/05/28
42.01	-111.43	2007/07/13
61.71	-159.47	2017/05/14
42.10	-110.87	2007/11/04
62.13	-158.30	2017/05/14
41.92	-110.04	2007/11/03
62.22	-156.69	2017/05/10
42.10	-109.36	2007/10/24
62.18	-154.85	2015/06/21
42.01	-108.34	2007/10/26
62.48	-153.88	2015/08/17
41.96	-107.37	2007/10/31
42.03	-106.43	2007/11/26
42.11	-105.70	2008/07/17
42.04	-104.93	2008/07/14
42.15	-103.97	2008/11/22
42.04	-103.08	2008/11/24
63.03	-143.35	2014/10/23
42.08	-102.32	2008/11/23
63.06	-141.83	2015/03/18
42.01	-101.52	2009/06/05
42.06	-100.48	2009/06/04
63.11	-138.13	2016/07/27
41.95	-99.72	2009/09/07
42.18	-98.84	2009/09/10
42.00	-98.01	2010/07/18
42.17	-97.27	2010/06/18
41.97	-96.38	2010/05/31
42.11	-95.54	2010/06/07
42.10	-94.67	2010/11/07
42.12	-93.75	2010/11/08
42.14	-92.96	2010/11/09
42.12	-92.00	2011/06/13
42.06	-91.22	2011/06/18
42.08	-90.50	2011/06/09
42.00	-89.67	2011/11/05
42.18	-88.74	2011/09/17
42.18	-87.91	2011/10/10
42.01	-86.30	2012/09/08
41.98	-85.20	2012/07/23
41.94	-84.43	2012/07/21
42.11	-83.77	2012/07/20
42.04	-82.81	2012/12/09
41.95	-80.26	2013/01/16
42.23	-79.32	2013/03/26
42.18	-78.44	2013/01/25
42.14	-77.56	2013/08/17
42.00	-76.85	2013/08/29
42.04	-75.85	2013/07/03
42.19	-75.04	2013/09/03
41.99	-74.22	2013/09/04
42.19	-73.55	2013/09/14
42.45	-72.68	2013/09/13
42.03	-72.66	2013/09/06
41.86	-71.61	2013/09/11
41.94	-70.84	2013/09/12
42.03	-70.05	2013/09/27
38.76	-120.74	2004/12/10
41.85	-124.12	2006/05/19
41.39	-122.85	2005/06/30
41.27	-122.12	2005/07/13
41.78	-121.84	2005/06/30
41.36	-121.15	2005/06/29
41.20	-120.48	2005/06/28
41.39	-119.17	2006/02/17
41.45	-118.38	2006/02/16
41.42	-117.45	2006/04/26
41.52	-116.54	2006/05/05
41.43	-115.79	2006/05/07
60.38	-166.20	2017/05/24
41.42	-114.92	2006/05/06
41.36	-114.17	2006/05/08
60.41	-163.35	2017/05/24
41.50	-113.35	2007/02/10
60.75	-161.96	2017/05/22
41.46	-112.45	2007/02/13
60.69	-160.69	2017/05/22
41.31	-111.63	2007/07/09
61.02	-158.96	2017/05/18
41.47	-110.67	2007/10/31
61.40	-157.44	2017/05/08
41.43	-110.07	2007/10/27
61.49	-155.82	2017/05/09
41.50	-109.16	2007/10/25
61.90	-154.39	2015/06/22
41.49	-108.19	2007/11/02
61.88	-153.13	2015/06/29
41.61	-107.36	2007/11/01
41.40	-106.60	2007/11/25
61.75	-150.12	2015/05/05
41.47	-105.72	2008/07/15
61.79	-147.73	2016/04/12
41.47	-104.82	2008/07/14
62.11	-146.18	2014/08/03
41.43	-104.06	2008/11/13
41.47	-103.14	2008/12/06
62.40	-143.00	2015/07/13
41.53	-102.39	2008/12/05
62.36	-141.88	2015/07/12
41.40	-101.37	2009/05/14
41.44	-100.69	2009/05/12
62.44	-138.46	2016/07/26
41.54	-99.87	2009/05/18
62.58	-136.79	2015/10/18
41.34	-98.98	2009/09/09
62.20	-134.39	2015/10/22
41.57	-97.19	2010/06/16
41.50	-96.58	2010/05/30
41.47	-95.69	2010/06/15
41.45	-94.80	2010/11/06
41.40	-94.06	2010/10/28
41.42	-93.20	2010/11/11
41.48	-92.17	2011/06/16
41.41	-91.51	2011/08/25
41.38	-90.54	2011/07/31
41.45	-89.76	2011/07/30
41.44	-88.96	2011/10/25
41.39	-88.04	2011/10/21
41.39	-87.25	2011/10/23
41.41	-86.35	2011/10/24
41.36	-85.62	2012/09/05
41.48	-84.72	2012/07/22
41.47	-83.98	2012/07/17
41.40	-83.04	2012/07/18
41.33	-82.18	2012/08/29
41.54	-81.36	2013/01/17
41.44	-80.67	2013/01/15
41.51	-79.66	2013/06/10
41.47	-78.76	2013/01/26
41.48	-78.18	2013/05/20
41.34	-77.13	2013/08/30
41.37	-76.46	2013/07/02
41.54	-75.43	2013/06/12
41.33	-74.62	2013/08/31
41.31	-73.77	2013/05/30
41.44	-72.89	2013/09/12
41.40	-72.05	2013/09/07
41.55	-71.21	2013/09/12
41.56	-70.65	2012/04/04
41.26	-70.14	2013/09/28
47.85	-99.60	2008/10/04
33.97	-102.77	2008/04/26
40.82	-123.31	2005/07/01
40.75	-119.83	2006/07/13
40.77	-118.97	2006/02/21
40.78	-118.97	2006/04/27
40.78	-118.13	2006/02/15
40.85	-117.52	2006/04/20
40.72	-116.51	2006/05/03
40.82	-115.74	2006/05/03
40.85	-115.04	2006/05/10
40.86	-114.20	2006/05/19
40.85	-113.19	2007/02/20
59.92	-161.69	2017/05/20
40.89	-112.52	2007/02/19
60.17	-160.09	2017/05/20
40.89	-111.44	2007/07/10
60.47	-158.77	2016/05/29
40.94	-110.83	2007/07/23
60.53	-157.19	2017/05/13
40.98	-109.67	2007/07/27
60.68	-155.89	2015/06/13
40.89	-109.18	2007/08/18
60.81	-154.48	2015/06/13
40.83	-108.26	2007/11/13
61.20	-152.21	2016/06/08
40.76	-107.52	2007/11/09
40.80	-106.45	2007/11/27
40.89	-105.94	2008/07/05
40.83	-104.88	2008/07/08
40.81	-104.09	2008/07/02
61.61	-144.60	2014/10/01
40.83	-103.22	2008/12/08
40.81	-102.54	2008/12/04
40.69	-101.54	2009/05/20
40.82	-100.63	2009/05/19
40.80	-100.10	2009/05/21
61.46	-137.09	2016/05/01
40.82	-98.95	2009/09/11
61.49	-135.78	2015/10/14
40.76	-98.30	2009/09/08
61.15	-133.08	2016/05/29
40.74	-97.45	2010/06/17
40.84	-96.50	2010/05/14
40.86	-95.64	2010/05/15
40.82	-94.96	2010/11/19
40.76	-94.21	2010/10/27
40.79	-93.23	2010/11/15
40.88	-92.50	2010/11/16
40.88	-91.58	2011/08/24
40.71	-90.86	2011/08/23
40.83	-90.03	2011/08/18
40.94	-89.17	2011/11/04
40.80	-88.13	2011/10/16
40.85	-87.51	2011/10/12
40.89	-86.74	2011/10/13
40.88	-85.69	2012/09/04
40.86	-85.03	2012/08/31
40.92	-84.18	2012/09/03
40.77	-83.15	2012/06/20
40.92	-82.37	2012/08/28
40.81	-81.69	2013/01/15
40.81	-80.84	2012/12/11
40.96	-79.99	2013/06/10
40.78	-78.99	2012/12/12
40.92	-78.30	2013/05/21
40.76	-77.55	2013/05/21
40.84	-76.72	2013/07/04
40.92	-75.77	2013/06/10
40.87	-75.10	2013/06/12
40.75	-74.30	2013/09/05
40.93	-73.47	2013/09/09
40.99	-72.52	2013/09/10
40.14	-123.82	2005/09/28
40.18	-122.79	2005/07/20
40.00	-122.03	2005/04/19
40.32	-121.09	2005/05/25
39.96	-120.92	2005/04/20
40.16	-119.83	2006/02/25
40.16	-118.88	2006/03/01
40.29	-118.16	2006/02/24
40.17	-117.19	2006/04/22
40.29	-116.50	2006/05/16
40.13	-115.66	2006/05/18
40.27	-114.75	2006/05/18
40.13	-113.98	2007/02/21
59.25	-161.26	2017/05/19
40.28	-112.47	2007/06/28
59.18	-159.82	2017/09/01
40.21	-111.50	2007/06/27
59.59	-158.09	2016/05/27
40.19	-110.74	2007/08/15
59.77	-157.09	2016/05/29
40.27	-110.01	2007/07/25
59.85	-155.21	2015/06/16
40.30	-109.12	2007/08/20
60.20	-154.32	2015/06/10
40.13	-108.24	2007/11/26
60.08	-152.62	2015/06/25
40.21	-107.47	2007/11/10
40.16	-106.55	2008/06/21
60.48	-149.72	2014/06/01
40.21	-105.92	2008/07/06
40.12	-105.07	2008/07/04
40.11	-104.12	2008/07/03
40.24	-103.31	2008/11/20
40.19	-102.48	2008/12/07
40.13	-101.77	2009/05/28
60.77	-140.19	2016/07/17
40.13	-100.80	2009/05/27
60.30	-138.58	2016/07/15
40.18	-100.06	2009/05/30
60.77	-136.09	2016/05/13
40.15	-99.33	2009/09/13
40.26	-98.28	2009/09/14
40.08	-97.58	2010/05/19
40.18	-96.69	2010/06/11
40.27	-95.91	2010/05/16
40.13	-94.96	2010/05/18
40.17	-94.15	2010/11/17
40.12	-93.47	2010/11/18
40.25	-92.54	2010/12/08
40.12	-91.87	2010/12/09
40.12	-90.88	2011/06/10
40.20	-90.08	2011/06/12
40.29	-89.31	2011/08/17
40.15	-88.47	2011/10/15
40.25	-87.72	2011/10/17
40.24	-86.17	2011/10/21
40.26	-85.16	2012/06/21
40.26	-85.16	2016/01/12
40.19	-84.34	2012/06/21
40.15	-83.62	2012/06/15
40.15	-82.61	2012/08/24
40.12	-81.84	2012/08/25
40.25	-81.21	2012/12/13
40.18	-80.38	2012/12/14
40.21	-79.30	2012/12/15
40.27	-78.57	2013/06/10
40.21	-77.64	2013/05/22
40.12	-76.92	2013/06/15
40.31	-76.19	2013/04/28
40.32	-75.41	2013/04/28
40.09	-74.55	2013/05/29
39.47	-123.34	2005/08/24
39.30	-120.61	2005/06/07
39.68	-119.90	2006/04/29
39.54	-118.89	2006/02/25
39.69	-118.08	2006/02/26
39.55	-117.14	2006/04/15
39.62	-116.46	2006/06/08
39.55	-115.75	2006/05/28
39.47	-114.91	2006/05/30
39.45	-114.02	2007/03/01
39.59	-113.07	2007/06/13
39.57	-112.28	2007/05/23
39.61	-111.66	2007/05/29
59.03	-157.99	2016/05/26
39.47	-110.74	2007/07/14
59.20	-156.44	2016/06/01
39.63	-110.25	2007/07/26
59.39	-155.23	2015/10/09
39.63	-108.98	2007/08/21
59.65	-153.23	2015/06/25
39.50	-108.39	2007/12/10
39.52	-107.45	2007/12/13
39.60	-106.76	2008/06/22
39.37	-105.84	2008/06/24
60.00	-147.40	2016/05/23
39.51	-104.91	2008/06/11
39.51	-104.17	2008/06/09
39.56	-103.35	2008/12/02
39.56	-102.58	2009/02/03
39.57	-101.75	2009/05/11
39.60	-100.93	2009/05/13
59.63	-137.74	2016/07/15
39.54	-100.25	2009/05/15
60.12	-136.96	2016/05/28
39.52	-99.38	2009/05/18
39.62	-98.60	2009/09/19
59.59	-133.71	2016/06/03
39.44	-97.69	2009/09/20
60.21	-132.82	2015/10/15
39.55	-96.83	2010/05/27
39.53	-96.02	2010/05/16
39.62	-95.21	2010/05/28
39.59	-94.35	2010/11/27
39.62	-93.53	2010/11/28
39.49	-92.75	2010/11/29
39.49	-92.75	2011/05/06
39.53	-92.05	2010/12/07
39.67	-91.06	2011/06/09
39.59	-90.34	2011/06/19
39.64	-89.52	2011/08/16
39.47	-88.62	2011/08/06
39.53	-87.74	2011/11/16
39.62	-87.21	2011/10/22
39.49	-86.27	2011/10/19
39.46	-85.43	2012/06/25
39.53	-84.72	2012/06/29
39.61	-83.80	2012/06/19
39.48	-83.06	2012/07/23
39.63	-82.13	2012/08/21
39.49	-81.39	2012/08/27
39.60	-80.48	2013/01/27
39.51	-79.83	2012/12/14
39.50	-78.84	2013/05/22
39.48	-78.01	2013/05/21
39.49	-77.30	2013/06/29
39.61	-76.43	2013/04/27
39.81	-75.64	2013/04/28
39.67	-74.79	2013/05/29
65.12	-147.43	2012/10/16
38.63	-122.01	2005/06/28
38.84	-121.38	2004/12/10
38.94	-118.81	2006/02/27
38.86	-117.93	2006/03/02
38.83	-117.18	2006/04/14
38.82	-116.40	2007/02/07
38.85	-115.65	2006/06/08
39.04	-114.83	2006/05/29
38.96	-114.02	2007/03/02
38.99	-113.28	2007/06/11
39.00	-112.38	2007/05/22
38.92	-111.17	2007/05/31
58.68	-156.66	2016/06/09
58.26	-155.89	2016/06/05
39.10	-110.13	2007/07/14
58.65	-155.01	2016/06/04
38.96	-109.26	2007/06/14
58.93	-153.64	2015/08/16
38.95	-108.30	2007/11/30
58.61	-152.39	2016/05/25
38.83	-107.57	2007/12/04
38.86	-106.91	2007/12/18
38.90	-105.83	2008/06/25
59.43	-146.34	2014/08/16
38.96	-105.15	2008/06/28
38.91	-104.25	2008/06/08
38.92	-103.52	2008/12/04
39.06	-101.83	2009/05/10
38.89	-100.98	2009/05/15
38.98	-100.22	2009/05/14
39.00	-99.39	2009/05/18
38.99	-98.56	2009/10/20
58.96	-132.27	2016/07/24
39.00	-97.83	2009/10/27
38.92	-96.94	2010/05/09
38.86	-96.04	2010/05/12
38.96	-95.46	2010/05/14
38.88	-94.45	2010/03/24
38.96	-93.62	2010/12/03
39.05	-92.98	2010/12/01
38.99	-92.07	2010/12/06
38.95	-91.23	2011/08/05
38.91	-90.53	2011/05/07
38.94	-89.70	2011/05/24
38.90	-89.02	2011/06/07
38.89	-88.16	2011/11/21
39.02	-87.36	2011/11/08
38.94	-86.43	2011/11/07
38.93	-85.73	2012/06/23
39.01	-84.90	2012/06/24
38.84	-83.98	2012/06/24
39.03	-83.35	2012/06/26
38.96	-82.27	2012/08/26
38.86	-81.53	2013/02/27
38.98	-80.83	2013/01/28
39.00	-80.08	2012/12/17
39.04	-79.19	2013/05/23
39.04	-78.41	2013/04/25
38.94	-77.68	2013/06/21
38.86	-76.65	2013/04/19
39.00	-75.84	2013/05/28
38.88	-75.33	2013/05/28
38.26	-120.94	2004/12/09
38.70	-120.08	2005/08/11
38.52	-119.45	2005/08/06
38.09	-119.05	2005/08/03
38.35	-118.11	2006/03/04
38.24	-117.07	2006/06/10
38.29	-116.30	2006/06/09
38.35	-115.59	2007/02/27
38.35	-115.59	2017/03/23
38.33	-114.61	2007/01/25
38.18	-113.97	2007/06/08
38.30	-113.02	2007/02/27
38.21	-112.28	2007/06/10
38.28	-111.48	2007/07/15
57.57	-157.57	2016/06/08
38.42	-110.71	2007/07/18
57.64	-156.39	2016/06/07
38.39	-109.89	2007/06/16
57.57	-154.45	2017/06/16
38.29	-109.26	2007/06/24
38.19	-108.38	2008/01/05
38.37	-107.55	2007/11/14
38.23	-106.76	2007/12/19
38.19	-105.83	2008/11/05
38.23	-105.11	2008/06/02
38.15	-104.28	2008/06/04
38.30	-103.45	2008/11/30
38.29	-102.80	2008/12/08
38.34	-101.81	2009/04/12
38.42	-101.14	2009/04/21
38.28	-100.28	2009/04/16
38.29	-99.53	2009/05/17
58.41	-135.74	2016/08/23
38.42	-98.71	2009/10/31
58.27	-134.52	2016/08/22
38.31	-97.98	2009/10/17
59.39	-130.97	2016/07/21
38.30	-97.25	2010/05/17
38.32	-96.20	2010/05/18
38.32	-95.50	2010/03/28
38.31	-94.83	2010/03/24
38.19	-93.91	2010/12/05
38.31	-93.04	2010/12/08
38.29	-92.27	2010/12/09
38.30	-91.38	2011/07/27
38.28	-90.79	2011/07/25
38.28	-89.93	2011/08/04
38.25	-89.08	2011/05/21
38.29	-88.28	2011/11/14
38.21	-87.51	2011/11/14
38.30	-86.53	2011/11/25
38.40	-85.87	2011/12/09
38.29	-85.17	2012/06/16
38.28	-84.33	2012/06/17
38.30	-83.58	2012/06/27
38.34	-82.64	2012/06/28
38.33	-81.95	2013/01/13
38.19	-80.99	2013/01/12
38.28	-80.12	2013/01/20
38.41	-79.40	2013/06/22
38.30	-78.52	2013/04/25
38.30	-78.00	2013/04/17
37.96	-77.88	2012/08/08
38.20	-77.12	2013/04/16
38.27	-76.58	2013/04/18
38.33	-75.34	2013/05/27
37.50	-121.33	2004/12/15
37.35	-120.33	2005/04/18
37.88	-119.85	2005/10/08
37.50	-118.17	2005/08/02
37.72	-117.22	2006/04/12
37.92	-116.59	2007/01/23
37.64	-115.75	2007/01/24
37.61	-114.85	2007/02/11
55.70	-162.06	2016/06/17
37.58	-113.86	2007/02/15
37.76	-113.17	2007/01/27
56.28	-159.55	2016/06/13
37.68	-112.36	2007/05/16
37.72	-111.60	2007/08/01
37.64	-110.80	2007/07/28
37.69	-109.99	2007/06/25
37.75	-109.14	2007/06/23
37.83	-108.36	2008/06/19
37.66	-107.79	2007/12/05
37.75	-106.83	2008/06/15
37.71	-106.00	2008/06/07
37.64	-105.21	2008/06/13
37.66	-104.43	2008/06/12
37.62	-103.47	2008/12/07
37.68	-102.90	2008/12/15
37.59	-101.90	2009/04/10
37.62	-101.12	2009/04/11
37.64	-100.46	2009/04/15
37.62	-99.48	2009/04/14
57.96	-136.23	2016/10/08
37.70	-98.94	2009/10/11
57.47	-134.58	2016/09/09
37.59	-98.00	2009/10/16
37.70	-97.11	2010/03/17
57.91	-131.13	2016/05/05
37.68	-96.32	2010/04/06
37.72	-95.59	2010/03/16
37.76	-94.83	2010/06/22
37.63	-93.91	2010/12/15
37.69	-93.32	2010/12/12
37.60	-92.50	2010/12/11
37.59	-91.75	2011/06/18
37.77	-90.79	2011/07/24
37.57	-90.08	2011/05/22
37.69	-89.26	2011/05/20
37.68	-88.58	2011/05/19
37.68	-87.72	2011/11/24
37.59	-86.88	2012/06/07
37.66	-86.06	2011/12/08
37.78	-85.29	2012/06/08
37.68	-84.40	2012/06/15
37.64	-83.59	2012/05/17
37.68	-83.08	2012/05/16
37.68	-82.13	2013/01/15
37.80	-81.31	2013/05/17
37.77	-80.50	2013/01/29
37.68	-79.57	2013/04/03
37.76	-78.95	2013/03/28
37.61	-78.05	2013/04/04
37.76	-77.29	2013/04/12
37.71	-76.65	2013/04/15
37.68	-75.67	2013/05/27
40.38	-87.10	2008/10/15
45.22	-92.80	2008/10/15
44.44	-98.96	2010/08/24
39.23	-121.79	2005/05/17
36.90	-120.67	2005/02/14
37.01	-119.71	2004/12/06
37.24	-115.22	2007/02/15
36.73	-114.71	2007/01/24
37.02	-113.91	2007/01/29
37.06	-113.08	2007/01/28
37.02	-112.38	2007/02/14
36.98	-111.51	2007/03/17
37.00	-110.80	2007/07/30
37.14	-109.87	2007/06/23
36.83	-109.02	2007/06/22
36.99	-107.53	2008/05/24
37.01	-106.90	2007/12/21
37.04	-106.04	2008/06/06
37.07	-105.05	2008/06/27
37.06	-105.38	2009/08/14
37.14	-104.41	2008/05/25
37.17	-103.59	2009/01/11
37.06	-102.72	2008/12/18
37.12	-102.11	2008/12/17
37.16	-101.29	2009/04/08
37.05	-100.53	2009/04/09
37.10	-99.68	2009/04/01
37.18	-98.92	2009/10/12
37.08	-98.24	2009/10/15
56.81	-132.95	2016/08/16
37.02	-97.19	2010/05/05
36.92	-96.51	2010/05/06
56.98	-130.25	2016/05/13
37.06	-95.88	2010/05/07
37.12	-94.92	2010/05/20
37.04	-94.29	2011/01/25
37.02	-93.38	2010/12/16
37.15	-92.52	2010/12/14
37.04	-91.76	2011/05/08
37.03	-91.09	2011/08/14
37.08	-90.29	2011/07/24
37.09	-89.59	2011/07/23
37.02	-88.64	2011/11/18
37.04	-87.89	2011/11/19
36.99	-87.11	2011/11/19
37.11	-86.39	2011/12/12
37.10	-85.53	2012/05/21
37.02	-84.84	2012/05/23
36.97	-83.95	2012/05/31
37.11	-82.99	2012/05/15
36.98	-82.53	2013/01/18
37.06	-81.58	2013/01/30
37.12	-80.78	2013/02/20
37.03	-80.03	2013/03/16
37.00	-79.25	2013/03/17
36.95	-78.53	2013/03/18
36.97	-77.55	2013/03/20
37.14	-76.73	2013/03/19
34.95	-106.46	2012/04/25
34.95	-106.46	2012/05/01
34.95	-106.46	2013/02/20
34.95	-106.46	2013/02/21
34.95	-106.46	2013/08/02
64.87	-147.86	2012/10/08
33.49	-116.60	2012/06/21
31.44	-83.59	2009/03/16
